"COMPONENT","STATUS","LOGICAL-CLOCK-TIMESTAMP"
"MotionSensor","motion-detected","3971"
"DoorSensor","false","3974"
"MotionSensor","motion-detected","3980"
"DoorSensor","false","3983"
"MotionSensor","motion-detected","3989"
"DoorSensor","false","3992"
"MotionSensor","motion-detected","3998"
"DoorSensor","false","4001"
"MotionSensor","motion-detected","4007"
"DoorSensor","false","4010"
"MotionSensor","motion-detected","4016"
"DoorSensor","false","4019"
"MotionSensor","motion-detected","4025"
"DoorSensor","false","4028"
"MotionSensor","motion-detected","4034"
"DoorSensor","false","4037"
"MotionSensor","motion-detected","4043"
"DoorSensor","false","4046"
"MotionSensor","motion-detected","4052"
"DoorSensor","false","4055"
"MotionSensor","motion-detected","4061"
"DoorSensor","false","4064"
"MotionSensor","motion-detected","4070"
"DoorSensor","false","4073"
"MotionSensor","motion-detected","4079"
"DoorSensor","false","4082"
"MotionSensor","motion-detected","4088"
"DoorSensor","false","4091"
"MotionSensor","motion-detected","4097"
"DoorSensor","false","4100"
"MotionSensor","motion-detected","4106"
"DoorSensor","false","4109"
"MotionSensor","motion-detected","4115"
"DoorSensor","false","4118"
"MotionSensor","motion-detected","4124"
"DoorSensor","false","4127"
"MotionSensor","motion-detected","4133"
"DoorSensor","false","4136"
"MotionSensor","motion-detected","4142"
"DoorSensor","false","4145"
"MotionSensor","motion-detected","4151"
"DoorSensor","false","4154"
"MotionSensor","motion-detected","4160"
"DoorSensor","false","4163"
"MotionSensor","motion-detected","4169"
"DoorSensor","false","4172"
"MotionSensor","motion-detected","4178"
"DoorSensor","false","4181"
"MotionSensor","motion-detected","4187"
"DoorSensor","false","4190"
"MotionSensor","motion-detected","4196"
"DoorSensor","false","4199"
"MotionSensor","motion-detected","4205"
"DoorSensor","false","4208"
"MotionSensor","motion-detected","4214"
"DoorSensor","false","4217"
"MotionSensor","motion-detected","4223"
"DoorSensor","false","4226"
"MotionSensor","motion-detected","4232"
"DoorSensor","false","4235"
"MotionSensor","motion-detected","4241"
"DoorSensor","false","4244"
"MotionSensor","motion-detected","4250"
"DoorSensor","false","4253"
"MotionSensor","motion-detected","4259"
"DoorSensor","false","4262"
"MotionSensor","motion-detected","4268"
"DoorSensor","false","4271"
"MotionSensor","motion-detected","4277"
"DoorSensor","false","4280"
"MotionSensor","motion-detected","4286"
"DoorSensor","false","4289"
"MotionSensor","motion-detected","4295"
"DoorSensor","false","4298"
"MotionSensor","motion-detected","4304"
"DoorSensor","false","4307"
"MotionSensor","motion-detected","4313"
"DoorSensor","false","4316"
"MotionSensor","motion-detected","4322"
"DoorSensor","false","4325"
"MotionSensor","motion-detected","4331"
"DoorSensor","false","4334"
"MotionSensor","motion-detected","4340"
"DoorSensor","false","4343"
"MotionSensor","motion-detected","4349"
"DoorSensor","false","4352"
"MotionSensor","motion-detected","4358"
"DoorSensor","false","4361"
"MotionSensor","motion-detected","4367"
"DoorSensor","false","4370"
"MotionSensor","motion-detected","4376"
"DoorSensor","false","4379"
"MotionSensor","motion-detected","4385"
"DoorSensor","false","4388"
"MotionSensor","motion-detected","4394"
"DoorSensor","false","4397"
"MotionSensor","motion-detected","4403"
"DoorSensor","false","4406"
"MotionSensor","motion-detected","4412"
"DoorSensor","false","4415"
"MotionSensor","motion-detected","4421"
"DoorSensor","false","4424"
"MotionSensor","motion-detected","4430"
"DoorSensor","false","4433"
"MotionSensor","motion-detected","4439"
"DoorSensor","false","4442"
"MotionSensor","motion-detected","4448"
"DoorSensor","false","4451"
"MotionSensor","motion-detected","4457"
"DoorSensor","false","4460"
"MotionSensor","motion-detected","4466"
"DoorSensor","false","4469"
"MotionSensor","motion-detected","4475"
"DoorSensor","false","4478"
"MotionSensor","motion-detected","4484"
"DoorSensor","false","4487"
"MotionSensor","motion-detected","4493"
"DoorSensor","false","4496"
"MotionSensor","motion-detected","4502"
"DoorSensor","false","4505"
"MotionSensor","motion-detected","4511"
"DoorSensor","false","4514"
"MotionSensor","motion-detected","4520"
"DoorSensor","false","4523"
"MotionSensor","motion-detected","4529"
"DoorSensor","false","4532"
"MotionSensor","motion-detected","4538"
"DoorSensor","false","4541"
"MotionSensor","motion-detected","4547"
"DoorSensor","false","4550"
"MotionSensor","motion-detected","4556"
"DoorSensor","false","4559"
"MotionSensor","motion-detected","4565"
"DoorSensor","false","4568"
"MotionSensor","motion-detected","4574"
"DoorSensor","false","4577"
"MotionSensor","motion-detected","4583"
"DoorSensor","false","4586"
"MotionSensor","motion-detected","4592"
"DoorSensor","false","4595"
"MotionSensor","motion-detected","4601"
"DoorSensor","false","4604"
"MotionSensor","motion-detected","4610"
"DoorSensor","false","4613"
"MotionSensor","motion-detected","4619"
"DoorSensor","false","4622"
"MotionSensor","motion-detected","4628"
"DoorSensor","false","4631"
"MotionSensor","motion-detected","4637"
"DoorSensor","false","4640"
"MotionSensor","motion-detected","4646"
"DoorSensor","false","4649"
"MotionSensor","motion-detected","4655"
"DoorSensor","false","4658"
"MotionSensor","motion-detected","4664"
"DoorSensor","false","4667"
"MotionSensor","motion-detected","4673"
"DoorSensor","false","4676"
"MotionSensor","motion-detected","4682"
"DoorSensor","false","4685"
"MotionSensor","motion-detected","4691"
"DoorSensor","false","4694"
"MotionSensor","motion-detected","4700"
"DoorSensor","false","4703"
"MotionSensor","motion-detected","4709"
"DoorSensor","false","4712"
"MotionSensor","motion-detected","4718"
"DoorSensor","false","4721"
"MotionSensor","motion-detected","4727"
"DoorSensor","false","4730"
"MotionSensor","motion-detected","4736"
"DoorSensor","false","4739"
"MotionSensor","motion-detected","4745"
"DoorSensor","false","4748"
"MotionSensor","motion-detected","4754"
"DoorSensor","false","4757"
"MotionSensor","motion-detected","4763"
"DoorSensor","false","4766"
"MotionSensor","motion-detected","4772"
"DoorSensor","false","4775"
"MotionSensor","motion-detected","4781"
"DoorSensor","false","4784"
"MotionSensor","motion-detected","4790"
"DoorSensor","false","4793"
"MotionSensor","motion-detected","4799"
"DoorSensor","false","4802"
"MotionSensor","motion-detected","4808"
"DoorSensor","false","4811"
"MotionSensor","motion-detected","4817"
"DoorSensor","false","4820"
"MotionSensor","motion-detected","4826"
"DoorSensor","false","4829"
"MotionSensor","motion-detected","4835"
"DoorSensor","false","4838"
"MotionSensor","motion-detected","4844"
"DoorSensor","false","4847"
"MotionSensor","motion-detected","4853"
"DoorSensor","false","4856"
"MotionSensor","motion-detected","4862"
"DoorSensor","false","4865"
"MotionSensor","motion-detected","4871"
"DoorSensor","false","4874"
"MotionSensor","motion-detected","4880"
"DoorSensor","false","4883"
"MotionSensor","motion-detected","4889"
"DoorSensor","false","4892"
"MotionSensor","motion-detected","4898"
"DoorSensor","false","4901"
"MotionSensor","motion-detected","4907"
"DoorSensor","false","4910"
"MotionSensor","motion-detected","4916"
"DoorSensor","false","4919"
"MotionSensor","motion-detected","4925"
"DoorSensor","false","4928"
"MotionSensor","motion-detected","4934"
"DoorSensor","false","4937"
"MotionSensor","motion-detected","4943"
"DoorSensor","false","4946"
"MotionSensor","motion-detected","4952"
"DoorSensor","false","4955"
"MotionSensor","motion-detected","4961"
"DoorSensor","false","4964"
"MotionSensor","motion-detected","4970"
"DoorSensor","false","4973"
"MotionSensor","motion-detected","4979"
"DoorSensor","false","4982"
"MotionSensor","motion-detected","4988"
"DoorSensor","false","4991"
"MotionSensor","motion-detected","4997"
"DoorSensor","false","5000"
"MotionSensor","motion-detected","5006"
"DoorSensor","false","5009"
"MotionSensor","motion-detected","5015"
"DoorSensor","false","5018"
"MotionSensor","motion-detected","5024"
"DoorSensor","false","5027"
"MotionSensor","motion-detected","5033"
"DoorSensor","false","5036"
"MotionSensor","motion-detected","5042"
"DoorSensor","false","5045"
"MotionSensor","motion-detected","5051"
"DoorSensor","false","5054"
"MotionSensor","motion-detected","5060"
"DoorSensor","false","5063"
"MotionSensor","motion-detected","5069"
"DoorSensor","false","5072"
"MotionSensor","motion-detected","5078"
"DoorSensor","false","5081"
"MotionSensor","motion-detected","5087"
"DoorSensor","false","5090"
"MotionSensor","motion-detected","5096"
"DoorSensor","false","5099"
"MotionSensor","motion-detected","5105"
"DoorSensor","false","5108"
"MotionSensor","motion-detected","5114"
"DoorSensor","false","5117"
"MotionSensor","motion-detected","5123"
"DoorSensor","false","5126"
"MotionSensor","motion-detected","5132"
"DoorSensor","false","5135"
"MotionSensor","motion-detected","5141"
"DoorSensor","false","5144"
"MotionSensor","motion-detected","5150"
"DoorSensor","false","5153"
"MotionSensor","motion-detected","5159"
"DoorSensor","false","5162"
"MotionSensor","motion-detected","5168"
"DoorSensor","false","5171"
"MotionSensor","motion-detected","5177"
"DoorSensor","false","5180"
"MotionSensor","motion-detected","5186"
"DoorSensor","false","5189"
"MotionSensor","motion-detected","5195"
"DoorSensor","false","5198"
"MotionSensor","motion-detected","5204"
"DoorSensor","false","5207"
"MotionSensor","motion-detected","5213"
"DoorSensor","false","5216"
"MotionSensor","motion-detected","5222"
"DoorSensor","false","5225"
"MotionSensor","motion-detected","5231"
"DoorSensor","false","5234"
"MotionSensor","motion-detected","5240"
"DoorSensor","false","5243"
"MotionSensor","motion-detected","5249"
"DoorSensor","false","5252"
"MotionSensor","motion-detected","5258"
"DoorSensor","false","5261"
"MotionSensor","motion-detected","5267"
"DoorSensor","false","5270"
"MotionSensor","motion-detected","5276"
"DoorSensor","false","5279"
"MotionSensor","motion-detected","5285"
"DoorSensor","false","5288"
"MotionSensor","motion-detected","5294"
"DoorSensor","false","5297"
"MotionSensor","motion-detected","5303"
"DoorSensor","false","5306"
"MotionSensor","motion-detected","5312"
"DoorSensor","false","5315"
"MotionSensor","motion-detected","5321"
"DoorSensor","false","5324"
"MotionSensor","motion-detected","5330"
"DoorSensor","false","5333"
"MotionSensor","motion-detected","5339"
"DoorSensor","false","5342"
"MotionSensor","motion-detected","5348"
"DoorSensor","false","5351"
"MotionSensor","motion-detected","5357"
"DoorSensor","false","5360"
"MotionSensor","motion-detected","5366"
"DoorSensor","false","5369"
"MotionSensor","motion-detected","5375"
"DoorSensor","false","5378"
"MotionSensor","motion-detected","5384"
"DoorSensor","false","5387"
"MotionSensor","motion-detected","5393"
"DoorSensor","false","5396"
"MotionSensor","motion-detected","5402"
"DoorSensor","false","5405"
"MotionSensor","motion-detected","5411"
"DoorSensor","false","5414"
"MotionSensor","motion-detected","5420"
"DoorSensor","false","5423"
"MotionSensor","motion-detected","5429"
"DoorSensor","false","5432"
"MotionSensor","motion-detected","5438"
"DoorSensor","false","5441"
"MotionSensor","motion-detected","5447"
"DoorSensor","false","5450"
"MotionSensor","motion-detected","5456"
"DoorSensor","false","5459"
"MotionSensor","motion-detected","5465"
"DoorSensor","false","5468"
"MotionSensor","motion-detected","5474"
"DoorSensor","false","5477"
"MotionSensor","motion-detected","5483"
"DoorSensor","false","5486"
"MotionSensor","motion-detected","5492"
"DoorSensor","false","5495"
"MotionSensor","motion-detected","5501"
"DoorSensor","false","5504"
"MotionSensor","motion-detected","5510"
"DoorSensor","false","5513"
"MotionSensor","motion-detected","5519"
"DoorSensor","false","5522"
"MotionSensor","motion-detected","5528"
"DoorSensor","false","5531"
"MotionSensor","motion-detected","5537"
"DoorSensor","false","5540"
"MotionSensor","motion-detected","5546"
"DoorSensor","false","5549"
"MotionSensor","motion-detected","5555"
"DoorSensor","false","5558"
"MotionSensor","motion-detected","5564"
"DoorSensor","false","5567"
"MotionSensor","motion-detected","5573"
"DoorSensor","false","5576"
"MotionSensor","motion-detected","5582"
"DoorSensor","false","5585"
"MotionSensor","motion-detected","5591"
"DoorSensor","false","5594"
"MotionSensor","motion-detected","5600"
"DoorSensor","false","5603"
"MotionSensor","motion-detected","5609"
"DoorSensor","false","5612"
"MotionSensor","motion-detected","5618"
"DoorSensor","false","5621"
"MotionSensor","motion-detected","5627"
"DoorSensor","false","5630"
"MotionSensor","motion-detected","5636"
"DoorSensor","false","5639"
"MotionSensor","motion-detected","5645"
"DoorSensor","false","5648"
"MotionSensor","motion-detected","5654"
"DoorSensor","false","5657"
"MotionSensor","motion-detected","5663"
"DoorSensor","false","5666"
"MotionSensor","motion-detected","5672"
"DoorSensor","false","5675"
"MotionSensor","motion-detected","5681"
"DoorSensor","false","5684"
"MotionSensor","motion-detected","5690"
"DoorSensor","false","5693"
"MotionSensor","motion-detected","5699"
"DoorSensor","false","5702"
"MotionSensor","motion-detected","5708"
"DoorSensor","false","5711"
"MotionSensor","motion-detected","5717"
"DoorSensor","false","5720"
"MotionSensor","motion-detected","5726"
"DoorSensor","false","5729"
"MotionSensor","motion-detected","5735"
"DoorSensor","false","5738"
"MotionSensor","motion-detected","5744"
"DoorSensor","false","5747"
"MotionSensor","motion-detected","5753"
"DoorSensor","false","5756"
"MotionSensor","motion-detected","5762"
"DoorSensor","false","5765"
"MotionSensor","motion-detected","5771"
"DoorSensor","false","5774"
"MotionSensor","motion-detected","5780"
"DoorSensor","false","5783"
"MotionSensor","motion-detected","5789"
"DoorSensor","false","5792"
"MotionSensor","motion-detected","5798"
"DoorSensor","false","5801"
"MotionSensor","motion-detected","5807"
"DoorSensor","false","5810"
"MotionSensor","motion-detected","5816"
"DoorSensor","false","5819"
"MotionSensor","motion-detected","5825"
"DoorSensor","false","5828"
"MotionSensor","motion-detected","5834"
"DoorSensor","false","5837"
"MotionSensor","motion-detected","5843"
"DoorSensor","false","5846"
"MotionSensor","motion-detected","5852"
"DoorSensor","false","5855"
"MotionSensor","motion-detected","5861"
"DoorSensor","false","5864"
"MotionSensor","motion-detected","5870"
"DoorSensor","false","5873"
"MotionSensor","motion-detected","5879"
"DoorSensor","false","5882"
"MotionSensor","motion-detected","5888"
"DoorSensor","false","5891"
"MotionSensor","motion-detected","5897"
"DoorSensor","false","5900"
"MotionSensor","motion-detected","5906"
"DoorSensor","false","5909"
"MotionSensor","motion-detected","5915"
"DoorSensor","false","5918"
"MotionSensor","motion-detected","5924"
"DoorSensor","false","5927"
"MotionSensor","motion-detected","5933"
"DoorSensor","false","5936"
"MotionSensor","motion-detected","5942"
"DoorSensor","false","5945"
"MotionSensor","motion-detected","5951"
"DoorSensor","false","5954"
"MotionSensor","motion-detected","5960"
"DoorSensor","false","5963"
"MotionSensor","motion-detected","5969"
